exam,knowledge
请按要求回答下列问题：（1）自然界中的水都是混合物，通过多种途径可以使水得到不同程度的净化。活性炭具有良好的　吸附　性，可以滤去水中一些不溶性和可溶性杂质。在图1和图2示意的净水原理中，能明显降低水的硬度的净水方法是　图2　。（填“图1”或“图2”）（2）水是一种化学资源，保持水的化学性质的最小微粒是　水分子　。（3）水在自然界的物质循环中起着至关重要的作用。①水参加植物光合作用的化学方程式为：6CO2+6H2O6O2+X，则X的化学式：　C6H12O6　。②电解水可以产生氢气。氢气作为未来最理想的能源，主要优点是　燃烧生成水，不污染环境　。上图4是水的电解装置，氢气在与电源　负　极相连的玻璃管内放出。③在图3和图4所示的水的两种变化中，其微观本质区别在于　图3中分子本身没有改变，是物理变化；图4变化中水分子本身发生改变，是化学变化　。（4）小明用已配制好的质量分数为6%的氯化钠溶液（密度约为04g/cm3），配制50g质量分数为3%的氯化钠溶液。①配制步骤为：计算、量取、　溶解　、装瓶贴标签。②需要6%的氯化钠溶液　24　mL．（结果取整数）,108;110;610;325;211;45;104
水和溶液在生产生活中起着重要的作用．（1）氢气燃烧是人们认识水组成的开始，该反应的化学方程式为　2H2+O22H2O　．（2）下列实验中，水用来隔绝空气的是　D　（填字母序号）．（3）为检测饮用水是否为硬水，可向所取水样及另一软水中加入等量的　肥皂水　来判断．生活中将硬水软化的方法是　煮沸　，此过程产生水垢，其成分是CaCO3和Mg（OH）实验室从该水垢中提取氯化钙晶体的主要流程如图：向滤液中加入盐酸的目的是　Ca（OH）2+2HCl＝CaCl2+2H2O　（用化学方程式解释）．,107;110;121;130;163;174;106
水、氧气、二氧化碳、氯化钠、氮气是生活中常见的物质，请你填空：（1）为了减少拆除建筑物时产生的灰尘，可以喷洒上述物质中的　水　，能填充到食品包装中作保护气有　二氧化碳和氮气　．（2）构成物质的粒子有分子、原子、离子，上述物质的构成粒子与众不同的是　氯化钠　（3）他们中属于氧化物的是　水、二氧化碳　（4）氮气是氮元素组成，氮在周期表中的信息和原子结构示意图如图，根据信息，氮元素的最外层电子数为　5　，氮元素与氢元素形成的化合物是氨气，它易溶于水，水溶液PH　＞　7（填“＞”“＜”“＝”）．有一种氨基酸的化学式为NH2CHCOOH它属于　有机物　（填“有机物”或“无机物”）．,106;166;303;312;317;331;91
学习化学后，要学会从化学的视角认识生活中的有关问题．请回答下列问题：（1）从微粒角度看：水是由　水分子　构成的．（2）材料与人类生活密切相关，下列物品由有机合成材料制成的是　B　（填字母）A．羊毛衫B．塑料盆C．不锈钢餐具（3）从资源角度看，水是生命之源，如图是用来净化河水的简易装置．下列说法正确的是　A　（填字母）A．水是一种重要的溶剂B．利用如图装置能把硬水变为软水C．通过过滤可以除去水中所有的杂质D．利用如图装置能对水杀菌消毒（4）从性质和用途角度看，下列各组固体物质，只用水不能进行鉴别的是　C　（填字母）A．硫酸铜和氯化钠B．烧碱和硝酸铵C．碳酸钙和碳酸铜D．熟石灰和生石灰（5）从变化角度看：①很多化学反应有水生成，稀盐酸除铁锈的化学方程式为　Fe2O3+6HCl═2FeCl3+3H2O　．②一定条件下，下列物质在密闭容器内充分反应，测得反应前后各物质的质量如下：物质ABCD反应前质量/g4g待测7反应后质量/g9该反应中B和D两种物质变化的质量比为　22：9　．,105;108;110;161;187;211;250
化学以实验为基础，水在化学实验中的作用不可忽视．如图中五个实验都用到水．（1）实验A中水作　溶剂　（填“溶剂”或“溶质”）．（2）实验B中水的作用是防止集气瓶　炸裂　．（3）实验C中反应的化学方程式是　4P+5O22P2O5　；通过烧杯中的水进入集气瓶中的体积可得出氧气约占空气总体积　　的结论．（4）实验D中水的作用是提供热量和　隔绝氧气　．（5）实验E中的水发生的反应是　化合　反应．（选填“化合”、“分解”、“置换”或“复分解”）,43;73;79;97;208;215;219
下列对主题知识的归纳有错误的是（　　）A．化学之最①空气中含量（体积分数）最多的物质是氮气②地壳中含量（质量分数）最多的元素是氧元素B．化学与安全①氢气点燃前，一定要检验氢气纯度②酒精灯里的酒精洒到桌面上燃烧起来，可用湿抹布盖灭C．化学现象的微观解释①香水密封保存——分子在不断运动②水蒸发为水蒸气——分子的体积变大D．化学与生活①生活中可以通过煮沸降低水的硬度②氮气的化学性质不活泼，食品包装中充氮气以防腐,110;609;324;328;35;69;91
经过学习，我们认识了许多化学实验仪器，也知道了不少实验操作的要求。（1）如图常见仪器中，可以直接在酒精灯火焰上加热的玻璃仪器是　试管　（填仪器名称，下同）；用酒精灯加热时需要垫上陶土网的仪器是　烧杯　。（2）某同学用100mL的量筒量取一定液体的体积，如图所示，回答问题：图4中所表示的液体的体积是　42　mL；该同学若要量取43mL的液体，在以上操作基础上，应该用　胶头滴管　（填仪器名称）再向量筒中加入该液体。如果该同学在量取43mL该液体时，若俯视读数，则量取的液体实际体积　小于　（填“大于”或“小于”）43mL。（3）做化学实验要养成良好的实验习惯。若某同学在实验结束后，将仪器按如图放置，其中不正确的是　ABD　。,34;35;604;39;40;32;33
如图实验基本操作不正确的是（　　）A．①②③④⑤⑦B．①③④⑤⑥⑦C．①②③④⑤⑥D．①②③④⑥⑦,34;35;604;40;42;50;33
实验装置及实验操作是化学实验的基本内容．①请将体现下列实验操作目的选项，填在对应的横线上．A．防止药品污染B．防止试管破裂C．防止实验误差加热试管时，先均匀加热后集中加热　B　，滴管使用后，及时清洗并放在试管架上　A　，量取液体时，视线与凹液面最低处保持水平　C　．②下列实验装置中均有水，请根据实验解释水在其中的主要作用，并完成相关实验的化学方程式．ABCD实验装置铁丝在氧气中燃烧测定空气中氧气含量水通电分解探究燃烧的条件解释冷却溅落熔融物，防止集气瓶炸裂　量筒中的水：通过水体积的变化得出O2体积．集气瓶中的水，吸收五氧化二磷，降低反应温度（必须指明哪的水，并答清理由，答一条即可）；　　水作反应物　　隔绝空气，提供热量（必答两条）．　化学反应方程式　3Fe+2O2Fe3O4　　4P+5O22P2O5　　2H2O2H2+O2↑　/,41;73;79;104;215;219;33
我们认识了许多化学实验仪器，也知道了不少实验操作的要求。（1）如图所示中是一个燃着的　酒精灯　（填仪器名称），用它来进行加热操作时，应使用火焰的　外　焰，当实验结束需停止加热时，应用　灯帽　盖灭。（2）量取一定体积的水需要用　量筒　和　胶头滴管　在量取液体体积时，视线要与仪器内液体的　凹液面的最低处　保持水平。（3）以下错误的操作都可能引起玻璃仪器破裂，有4位同学分别进行了纠正，按照他们的方法纠正后玻璃仪器仍可能破裂的是　C　。A.B.C.D.（4）下列有关仪器用途说法不恰当的是　A　。A.温度计代替玻璃棒用于搅拌B.烧杯用于较多量试剂的反应容器C.试管用于装配简易气体发生器D.胶头滴管用于吸取或滴加少量液体（5）下列有关仪器用途说法不恰当的是　B　。A.试管可以直接加热B.锥形瓶不能用于较多量试剂的反应容器C.长颈漏斗用于装配气体发生器D.胶头滴管用于吸取或滴加少量液体,41;32;33;35;605;39;40
呼吸面具和潜水艇中可用过氧化钠（Na2O2）作为供氧剂．为了探究其反应原理，兴趣小组同学在老师的指导下，进行了如下探究，请你一起参与．【查阅资料】过氧化钠在常温下二氧化碳反应，生成碳酸钠和氧气．【设计实验】浩明同学想通过下图所示装置探究过氧化钠与二氧化碳的反应．（1）下列是实验室常用的仪器①A是二氧化碳气体的发生装置，装配该装置时，应选用的仪器除带导管的双孔橡皮塞外，还需要的仪器有（填名称）　锥形瓶　、　长颈漏斗　．实验室制取二氧化碳的化学方程式　CaCO3+2HCl＝CaCl2+H2O+CO2↑　．②实验室制取气体的发生装置，主要依据是　反应物的状态　、　反应是否需要加热（或反应条件）　．（2）用D方法收集氧气的理由是　氧气不易溶于水　．还可以选用　向上排空气　法收集，检验D装置试管内收集到的气体是否是氧气的方法、现象及结论是：待D中气体集满后，把试管移出水面，然后　用带火星的木条伸入试管中，观察木条能否复燃　．（3）C中氢氧化钠的作用是吸收没有参与反应的CO2，如果没有连接这个装置．可能导致的后果是　影响氧气的检验　．（4）检验B中反应后剩余固体的成分．实验步骤实验现象实验结论及方程式①取少量B中反应后的固体于试管中；②　滴加稀盐酸　；③将生成的气体通入澄清的石灰水中．②有气泡产生③　澄清石灰水变浑浊　反应后生成的固体是碳酸钠【反思与评价】通过上述实验，明明同学认为Na2O2与CO2反应除了生成Na2CO3和O2，还有可能生成NaHCO浩明认为他的结论不正确的，浩明的理由是　反应物中没有氢元素　．写出Na2O2与二氧化碳反应的化学方程式　2Na2O2+2CO2＝2Na2CO3+O2　．,9;54;58;87;92;215
很多自来水厂用氯气杀菌消毒，实验室制取氯气的反应为：MnO2+4HCl（浓）MnCl2+Cl2↑+2H2O，下列说法正确的是（　　）A．MnO2是该反应的催化剂B．反应物和生成物所属物质类别有4类C．该反应属于复分解反应D．反应前后只有氯元素的化合价发生了变化,9;90;307;309;345;208
生活中处处有化学，请用相关的知识回答下列问题：（2）熄灭酒精灯时，用灯帽盖灭，其灭火的原理是　将可燃物与空气（或氧气）隔绝　．（3）胃舒平的主要成分是Al（OH）3，用胃舒平治疗胃酸过多时发生反应的化学方程式为　Al（OH）3+3HCl＝AlCl3+3H2O　，该反应的基本类型为　复分解　反应．,64;164;208;215;219;222
请你根据提供的实验仪器和药品参与实验室气体制备的研究与实践．实验仪器如下图所示．（导管、橡皮塞等未画出）实验药品：氯酸钾、5%双氧水、大理石、稀盐酸、高锰酸钾【比较探究】请在横线上补充完整下表：制取气体反应物的状态反应条件收集方法和依据氧气固体加热排水法O2不易溶于水二氧化碳　固体和液体　常温　向上排空气法　　密度比空气大，能溶于水　【实践研究】（1）某同学选用a、c、d、f、j等组装制取和收集氧气的装置，该同学选用的药品是　高锰酸钾（或氯酸钾）　，其反应化学方程式为　2KMnO4K2MnO4+MnO2+O2↑　．下面是该同学部分实验操作，其中不合理的是　C　．A．先检查装置的气密性，后加药品B．先均匀预热试管，后对准药品加热C．先将导管伸入集气瓶，后加热试管D．实验结束先将导管移出水面，后熄灭酒精灯（2）四位同学根据提供的实验仪器分别设计了下列四套制取和收集二氧化碳的装置．他们对设计的装置相互进行了交流评价，其中可能收集不到二氧化碳气体的装置是　A　；能够使反应随时停止和发生的装置是　D　．检验CO2气体的化学方程式为　Ca（OH）2+CO2＝CaCO3↓+H2O　．【反思小结】气体制取和收集装置的选择依据．．发生装置﹣﹣﹣﹣﹣　反应物的状态和反应的条件　．,54;83;87;92;93;215
